ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
424,Moselle Franconian,"Germany, Belgium, France, Luxembourg","DEU, BEL, FRA, LUX",ltz,Vulnerable,Luxembourgish; Luxemburgian; luxembourgeois; люксембургский,Lëtzebuergesch,390000,,49.6071,6.1248,Luxembourg and adjacent regions of neighbouring countries
964,Bantawa,Nepal,NPL,bap,Vulnerable,बान्तवा; बान्टावा; बन्टावा; Bantaba; Bontawa,,371056,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.0994,87.0048,"Bhojur district in Nepal.
Bantawa Rai that migrated to Sikkim, India, can be mainly found in the West District (Youksom, Tashiding, Geyzing, Dentam, Rinchenpong, Soreng, Jorthang), South District (Ralong, Damthang, Namchi, Temi, Tarku, Melli) and in the East District (Gangtok, Badong, Rumtek, Pakyong, Rehnok, Regu, Rolep Assam Lingjey).
"
1424,Santa,China,CHN,sce,Vulnerable,Dongxiang,,360000,"Stephen S. Kim: Santa. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 346–363.",35.5411,102.7935,"Dongxiang Autonomous County of Linxia Hui Autonomous Prefecture, Gansu Province; also émigré communities elsewhere in Gansu and in Sinkiang (Xinjiang)"
1057,Mingrelian,Georgia,GEO,xmf,Definitely endangered,Megrel,,350000,"Г. А. Климов: Мегрельский язык. — Языки Российской Федерации и соседних государств: энциклопедия II. Москва: Наука, 2001.",42.4599,41.7205,western lowlands of Georgia
426,West Frisian,Netherlands,NLD,fry,Vulnerable,,,350000,"Pieter Meijes Tiersma, 1985. Frisian Reference Grammar. Foris Publications, Dordrecht-Holland/Cinnaminson – USA. 
Streektaal.net http://taal.phileon.nl/index.php",53.1006,5.6579,the province of Friesland and the western parts of the province of Groningen
1113,Gurung,Nepal,NPL,"ggn, gvr",Definitely endangered,गुरुङ; गुरुङ्ग; Tamu,,338925,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28.275,84.1782,"Gorkhā , Kāskī, Lamjuṅ , Parbat, Syāṅjā, Tanahũ and Dhādiṅ districts"
295,Guajiro,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",guc,Vulnerable,Wayuu (people). Wayuunaiki (language).,,318500,"Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)
Rodríguez en González, 'Lenguas indígenas de Colombia' (2000)
Mosonyi and Mosonyi, 'Manual de lenguas indígnas de Venezuela' (2000)
Álvarez, 'Estudios de lingüística guajira' (1994)",11.8673,-71.9824,
1075,Karachay-Balkar,Russian Federation,RUS,krc,Vulnerable,,,302748,"А. А. Чеченов & И. Х. Ахматов Карачаево-балкарский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 272–286.",44.2137,42.8466,parts of the Karachay-Cherkes Republic and the Kabard-Balkar Republic
1064,Adyge,"Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey","IRQ, ISR, JOR, MKD, RUS, SYR, TUR",ady,Vulnerable,Adyghe; Western Circassian,,300000,"Wolfgang Schulze: Tscherkessisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 883–890.",44.9181,39.7485,"the Republic of Adygea and adjacent regions in the Russian Federation and many diaspora communities in Turkey, the Middle East and Western Europe"
469,Buryat (Trans-Baikal),Russian Federation,RUS,"bxm, bxr, bxu",Definitely endangered,,,300000,"Elena Skribnik: Buryat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 102–128.",50.8336,109.5117,the Republic of Buryatia and Aga (Aginskiy) Buryat Autonomous District and elsewhere in Chita Province
1574,Kurru,India,IND,yeu,Definitely endangered,"Yerulula; Yerukala;  Yerkula; Kurru Bhasha;  Yerukla; Erukla; Kurutha
",,300000,,16.6151,81.6284,"Tamil Nadu, Andhra Pradesh and Karnataka"
1578,Kuvi,India,IND,kxv,Definitely endangered,"Kuwi; Kuvinga; Kond; Kuvi-Kond; Khondi; Khondh; Jatapu 
",,300000,,18.9478,83.5839,"Orissa (Koraput, Kalahandi, Ganjam, and Phulbani) and Andhra Pradesh"
1028,Limbu,"India, Nepal","IND, NPL",lif,Definitely endangered,लिम्बू; Yakthungba,,300000,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.096,87.7356,"Eastern Nepal, India.
Tehrathum, Ilām, Pāñcthar, Tāplejuṅ, Dhankuṭā districs."
2452,Moroccan Judeo-Arabic (Israel),Israel,ISR,aju,Definitely endangered,Judeo-Moroccan,,300000,"H. Zafrani, D. Schroeter, various websites (S.Mezhoud, 2008)
",32.0476,34.7552,Tel Aviv
401,Plautdietsch,Ukraine,UKR,pdt,Definitely endangered,,,300000,,47.0738,35.5545,originally Khortytsya and Molochna near Zaporizhzhya; émigré communities in other parts of the Ukraine and in what is now withing the Russian Federation and further in the Americas; last speakers in the Ukraine were deported during the Second World War to Central Asia and Siberia; many speakers have recently emigrated to Germany; an outlying dialect of Low Saxon
1078,Pontic Greek,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine","ARM, GEO, GRC, RUS, TUR, UKR",pnt,Definitely endangered,,,300000,"Georges Drettas: Aspects pontiques. Paris: Association de Recherche Pluridisciplinaires (ARP), 1997.",40.847,40.0149,"originally along the Black Sea coast of Turkey and adjacent Georgia; some speakers remain in the towns of Of and Sürmene, but most have emigrated to Greece; émigré communities also in southern Russia and the Caucasus; an outlying dialect of Greek"
1935,"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,"Kichwa, Runashimi, Runa simi (Quichua, Chimborazo Highland, Ethnologue),   Central Highlands Quichua, Quechua",,300000,"- www.codenpe.gov.ec/htm.htm
- www.ethnologue.com
- Haboud, Marleen. 2007-08. Proyecto Oralidad y Modernidad. Language vitality in Tingo Pucara (Cotopaxi) and La Esperanza (Chimborazo) (internal report) (unpublished)",-1.8673,-78.9257,"Provinces of: Cotopaxi, Tungurahua (Southwest of the Province), Bolivar (Central Highlands), Chimborazo, counties of Riobamba, Colta, Guamote, Chambo, Guano, Pallatanga, Penipe and Cumandá"
1479,Waxiang,China,CHN,wxa,Vulnerable,Waxianghua,,300000,,28.5652,110.3576,western Hunan
1434,Oyrat,"China, Kyrgyzstan, Mongolia","CHN, KGZ, MNG",xal,Definitely endangered,Oirat,,280000,"Ágnes Birtalan: Oirat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 210–228.",46.195,88.7255,"the Kobdo and Ubsu aimaks of Mongolia; Bortala, Hoboksar, Tarbagatai and Bayangol regions in northern Sinkiang, Kukunor region in Qinghai Province and Alashan (Alshan) League in western lnner Mongolia, China; Chelpek and Boru Bashi, east of lssyk Köl, Kyrgyzstan"
1563,Garhwali,India,IND,gbm,Vulnerable,Gadhavali; Gadhawala; Gadwahi; Gashwali; Godauli; Gorwali; Gurvali; Girwali,,279500,,30.0976,79.1235,"Uttarakhand, in Garhwal area"
1380,Bade,Nigeria,NGA,bde,Vulnerable,,,250000,"Ethnologue, Roger Blench",12.801,11.1181,
336,Breton,France,FRA,bre,Severely endangered,brezhoneg,,250000,"Fañch Broudic : Parler breton au XXIe siècle
Emgleo Breiz publishing company (2009)
ISBN 978-2-911210-91-3.",48.2246,-3.9331,western Brittany; many émigré communities
352,Gascon,"Spain, France","ESP, FRA",oci,Definitely endangered,occitan gascon; local name in Catalonia: Aranese; dialect: béarnais,gascon,250000,,43.1811,-0.1428,"the departments of Landes, Gers, and Hautes-Pyrénées, the eastern parts of Pyrénées-Atlantiques, the western parts of Haute-Garonne and Ariège, and the southern and western parts of Gironde, France; the Aran Valley, northwestern Catalonia, Spain; the original ISO code [gsc] for Gascon has been retired on false grounds"
2245,Phula (China),China,CHN,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Vulnerable,"Phala, Phola, Pholo, Phowa, Phukha, Phupha, Phuza",,250000,Bradley 2007,22.6001,104.0004,
1205,Sora,India,IND,srb,Vulnerable,"Saora, Savara",,250000,,19.1244,83.2104,"Orissa, mainly Ganjam Dt., but also Koraput and Phulbani districts. Parts of Andhra Pradesh."
1119,Konyak,India,IND,nbe,Vulnerable,,,248000,,26.9367,95.1745,"Nagaland, Mon and Tuensang districts."
1130,Ao,India,IND,ngo,Vulnerable,,,243000,,26.4361,94.6472,Wokho and parts of Mokokchung districts
1234,Tuvan,"China, Mongolia, Russian Federation","CHN, MNG, RUS",tyv,Vulnerable,,,242754,"Ш. Ч. Сат: Тувинский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 384–393.",51.7134,94.3945,the Republic of Tuva in the Russian Federation and adjacent regions in China and Mongolia
1970,Nafusi,Libyan Arab Jamahiriya,LBY,jbn,Severely endangered,"Nefusi, Tamazight of Jabal Nafusi, Jebel Nefusi, Jbel Nafusi, Adrar Nufusi",,240000,"ُEthnologue
Libyan sources",32.6393,13.4252,"Language spoken in the regions of Tripolitania, western Libya, isolated area around the towns of Nalut and Yafran, Jabal Nafusah Region, coastal area around Zuara, west of Tripoli."
2232,Suret,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey","ARM, IRN, IRQ, SYR, TUR","aii, cld",Definitely endangered,"Suryaya Swadaya, Lishana Aturaya, Lishana Kaldaya, Suryani, Assyrian Neo-Aramaic, Chaldean Neo-Aramaic, Neo-Syriac, Christian Northeastern Neo-Aramaic",,240000,"B.Poizat, J.Sibille (p.c., 2008)
S. E. Fox, The Relationships of the Eastern Neo-Aramaic Dialects, 
J of the American Oriental Society, 114:2, Apr.-Jun.1994, pp. 154-
162.
",36.4477,43.2971,"Iraqi Kurdistan, western Iranian Azerbaijan and Kurdistan, northeast Syria near the Turkish border.  Extinct in Turkey.  A large number of speakers are in diaspora in Europe, North and South America, and Australia."
1592,Malto,India,IND,kmj,Definitely endangered,Pahariya; Kumarbhag Pahariya; Malti; Maltu; Maler; Mal; Mad,,224926,,23.7853,85.4736,"Jharkhand (Godda, Santhal Pargana), Bihar and West Bengal (Bankura, Barddhaman, and Murshidabad), and also in Orissa (Mayurbhanj)"
1600,Khowar,Pakistan,PAK,khw,Vulnerable,"Khawar, Chitrali, Citrali, Chitrari, Arniya, Patu, Qashqari, Kashkari",,222800,"Decker, Kendall D. 1992. Languages of Chitral. Sociolinguistic Survey of Northern Pakistan, 5. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University and Summer Institute of Linguistics. xxii, 257 p.
Available at http://www.sil.org/sociolx/pubs/abstract.asp?id=32850.

Dr. George van Driem in Encyclopedia of World's Endangered Languages, ed. by Christopher Moseley. 2007",35.8667,71.7956,"Chitral of NWFP; Shandur Pass to Fupis in Ghizr Valley, Yasin and Ishkhoman valleys in Gilgit Agency of Northern Areas of Pakistan."
2481,Maiya,Pakistan,PAK,mvy,Vulnerable,Maiyā; Indus Kohistani,,220000,"Dr. George van Driem in Encyclopaedia of World Endangered Languages, ed. by Christopher Moseley. 2007",35.3151,72.908,Indus Kohistani district
373,Komi,Russian Federation,RUS,kpv,Definitely endangered,“Komi-Zyryan” (calque from Russian); коми-зырянский,,217316,"Anu-Reet Hausenberg: Komi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 305–326. | Paula Kokkonen: Syrjänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 709–718.",62.3087,51.5917,"the Komi Republic and parts of Nenets Autonomous District, Arkhangel’sk Province, Yamal Nenets Autonomous District, Murmansk Province and other regions"
365,Alpine Provençal,"France, Italy","FRA, ITA",oci,Definitely endangered,occitan alpin (fr); vivaro-alpin (fr); gavot (fr),provençau aupenc,200000,,44.7467,6.6796,"the upper valleys of Piedmont (Val Mairo, Val Varacho, Val d’Esturo, Entraigas, Limoun, Vinai, Pignerol, Sestriero), Italy; the departments of Ardèche (except the north and the western border areas), Drôme (except the north), Hautes-Alpes, the northern parts of Alpes de Haute-Provence, and the southernmost parts of Isère, France; severely endangered in France; the original joint ISO code [prv] for Alpine Provençal and Provençal has been retired on false grounds"
355,Gallo,France,FRA,fra,Severely endangered,angevin (dialect),galo,200000,"« Pratiques et représentations de la langue et de la culture régionales en Haute Bretagne », Rapport de recherche, Par André Le Coq & Philippe Blanchet, Centre de Recherche sur la Diversité Linguistique de la Francophonie - 2006
http://www.uhb.fr/alc/erellif/credilif/Textes/RapportGallo1.pdf

Association Chubri (Bèrtran Ôbrée) - http://www.chubri.org",47.931,-2.0544,"Ille-et-Vilaine, Loire-Atlantique, dans les deux tiers est des Côtes d'Armor et dans le tiers Est du Morbihan."
1384,Gera,Nigeria,NGA,gew,Vulnerable,,,200000,"Roger Blench, Ethnologue",10.5553,10.0579,
1570,Irula,India,IND,iru,Vulnerable,Eravallan; Erukala; Irava; Irulan; Irular; Irular Mozhi; Irulavan; Iruliga; Iruligar; Kad Chensu; Korava,,200000,,11.4369,76.5032,"Tamil Nadu, Kerala, Karnataka and Andhra Pradesh"
1204,Kharia,India,IND,khr,Vulnerable,"Khadia, Karvi",,200000,,21.8003,85.4956,"Jharkhand, Ranchi, West Singhbhum, and East Singhbhum districts; Chhattisgarh, Raigarh, Jashpur, Durg, Bilaspur and Raipur districts; Orissa, Sundargarh, Sambalpur and Mayurbhanj districts"
847,Khorasani Turk,Iran (Islamic Republic of),IRN,kmz,Vulnerable,Quchani,,200000,"Languages of Iran, http://www.everytongue.com/iran/index.htm
",36.6596,57.854,"Northeast Iran, in the northern part of Khorasan Province, especially northwest of Mashhad."
1210,Korku,India,IND,kfq,Vulnerable,,,200000,,20.3034,80.2441,"Madhya Pradesh, Betul, Hoshangabad and East Nimar (Khandwa) Districts; Maharashtra, Amravati, Buldana and Akola districts."
328,Moksha,Russian Federation,RUS,mdf,Definitely endangered,,,200000,"Gabor Zaicz: Mordva. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 184–218.",54.1817,43.2751,the western parts of the Republic of Mordovia and the adjacent parts of Ryazan’ and Penza provinces; also pockets in Tatarstan and Orenburg Province
7,Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic","IRQ, LBN, SYR",hye,Definitely endangered,Arevmdahayeren,արևմտահայ,200000,"Haig Der-Houssikian (2008, p.c.)
Hagop Gulludjian (2008 p.c.)",33.884,35.5133,"Primarily in the areas of Beirut, Lebanon and Aleppo, Syria; also in Cairo, Egypt and in Iraq and Turkey.  A large number of speakers are in diaspora, especially in the USA, but also in Canada, Europe, and South America."
2225,Western Cham,Cambodia,KHM,cja,Vulnerable,,,200000,,12.0333,105.4333,
1258,Tshangla,"Bhutan, China, India","BTN, CHN, IND",tsj,Vulnerable,Shâchop; Sharchop; Tsangla; Sangla; Menba; Monpa,,193000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.1275,91.9335,"Eastern Bhutan, in Trashigang, Pêmagatshä, Samdru Jongkhar and Monggar districts.
India, Arunachal Pradesh,Tawang and West Kameng districts.
Southeastern Tibet, Motuo (Medoz, Medog) and Linzhi (Ngingchi) counties.
"
1161,Thado,India,IND,tcz,Vulnerable," Thadou, Kuki, Kuki- Thado",,191000,,24.4521,93.2354,"Manipur, Chandel Dt; Nagaland, Kohima District.  Also spoken in Burma, Possibly some speakers also in Mizoram."
