,Unnamed: 0,ISO639-3 codes,Name in English_2023,Alternate names_2023,Degree of endangerment_2023,Number of speakers (2023),Language Branch,Comments,Description of language,Countries_2023,Continent,Coordinates,ID,Name in English_2024,Countries_2024,Country codes alpha 3,Degree of endangerment_2024,Alternate names_2024,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location,Speaker Change (%),Speaker Change (absolute)
42,1568,ako,Akuriyo,Tiriyometesem; Triometesen; Akurio; Akoerio; Akuri; Akurijo; Akuliyo; Oyaricoulet; Triometesem; Wama; Wayaricuri;,,100.0,Cariban; Guianan,,,Suriname;,South America,"2.8442,-55.7556",1993,Akuriyo,Suriname,SUR,Critically endangered,,,,"Carlin and Arends (2002), 'Atlas of the Languages of Suriname'",2.8442,-55.7556,"In Tëpu, on the Tapanahoni river, in southeastern Suriname. The last Akuriyo live in a Trio community.",,
43,670,akz,Alabama,Alibamu;,"Endangered (20 percent certain, based on the evidence available)",275.0,Muskogean,,,USA;,North America,"30.7158,-94.7028",898,Alabama,United States of America,USA,Definitely endangered,,,275.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",30.7158,-94.7028,"The Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were also speakers among the members of the Alabama-Quassarte Tribe, an administrative subdivision of the Muskogee Creek Nation, in Okfuskee County, Oklahoma. ",0.0,0.0
44,3832,alh,Alawa,Alaua; Allaura; Allawa; Allowa; Allowiri; Allua; Alowa; Galawa; Galleewo; Kallana; Kallaua; Leealowa; Warliburru;,"Critically Endangered (60 percent certain, based on the evidence available)",17.0,Gunwinyguan; Maran,,,Australia;,Australia,"-15.53391918,134.2028228",165,Alawa,Australia,AUS,Critically endangered,,,22.0,,-16.4676,134.0771,,29.411764705882355,5.0
45,671,ale,Aleut,Unangan; Unangam Tunuu; алеутский язык; Унáҥам Тунý; Унаңан; Unanghan; Amara; Aleutian; Ungangan; Unangany; アレウト語; アリュート語; ,"Endangered (20 percent certain, based on the evidence available)",85.0,Eskimo-Aleut; Aleut,,,Russia;USA;,Caucasus;Europe;North America;East Asia,"54.7212,-164.4433; 52.2304,-174.1978",1452,Aleut (Eastern),United States of America,USA,Critically endangered,"Unangany, Unangan, Unanghan",,150.0,"Krauss 2007
Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",54.7212,-164.4433,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
",76.47058823529412,65.0
46,671,ale,Aleut,Unangan; Unangam Tunuu; алеутский язык; Унáҥам Тунý; Унаңан; Unanghan; Amara; Aleutian; Ungangan; Unangany; アレウト語; アリュート語; ,"Endangered (20 percent certain, based on the evidence available)",85.0,Eskimo-Aleut; Aleut,,,Russia;USA;,Caucasus;Europe;North America;East Asia,"54.7212,-164.4433; 52.2304,-174.1978",145,Aleut (Western),United States of America,USA,Severely endangered,"Unangany, Unangan, Unanghan",,150.0,"Krauss 2007
Golla et al. ms.",52.2304,-174.1978,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
",76.47058823529412,65.0
47,671,ale,Aleut,Unangan; Unangam Tunuu; алеутский язык; Унáҥам Тунý; Унаңан; Unanghan; Amara; Aleutian; Ungangan; Unangany; アレウト語; アリュート語; ,"Endangered (20 percent certain, based on the evidence available)",85.0,Eskimo-Aleut; Aleut,,,Russia;USA;,Caucasus;Europe;North America;East Asia,"54.7212,-164.4433; 52.2304,-174.1978",163,"Aleut (Western, Commander Islands)",Russian Federation,RUS,Critically endangered,,,5.0,"Е. В. Головко: Алеутский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 101–116.",55.171,166.094,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut",-94.11764705882352,-80.0
312,1329,alp,Alune,Sapalewa; Patasiwa Alfoeren;,"Vulnerable (20 percent certain, based on the evidence available)",12000.0,Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,,,Indonesia;,Southeast Asia,"-3.0637,128.3752",2327,Alune,Indonesia,IDN,Vulnerable,,,12000.0,Grimes 2000,-3.0637,128.3752,Maluku,0.0,0.0
313,7249,yna,Aluo,阿羅語; Ala; Naluo; Yala; Lila; Laka; Gan Yi,"Endangered (40 percent certain, based on the evidence available)",40000.0,Sino-Tibetan; Lolo-Burmese,,,China;,East Asia,"25.9368, 102.1839",2443,Aluo,China,CHN,Definitely endangered,"Laka, Gan Yi",,20000.0,Bradley 2007,25.9368,102.1839,,-50.0,-20000.0
314,672,ems,Alutiiq,"Sugpiaq; Pacific Gulf Yupik;; Sugpiak; ""Eskimo""; Chugach ""Eskimo""; Koniag-Chugach; Suk; Sugcestun; South Alaska ""Eskimo""; Yupik (Pacific Gulf ); šuk/suk Sugpiaq; ""Aleut""; アリュティーク語;","Severely Endangered (80 percent certain, based on the evidence available)",200.0,Eskimo-Aleut; Eskimo; Yupik,,,USA;,North America,"57.793056, -152.394167",157,Pacific Gulf Yupik,United States of America,USA,Severely endangered,"Sugpiaq, Alutiiq, Aleut, Sugcestun, Koniag-Chugach,",,200.0,Krauss 2007,58.1938,-155.6542,,0.0,0.0
315,947,alr,Alutor,Alyutor; Алюторский язык; nəməlʔu; Aliutor; Olyutor;,"Severely Endangered (80 percent certain, based on the evidence available)",2000.0,Chukotko-Kamchatkan; Chukotkan,,,Russia;,Caucasus;Europe;East Asia,"60.2016,165.4238",463,Alutor,Russian Federation,RUS,Severely endangered,,,1000.0,И. А. Муравьева: Алюторский язык http://lingsib.unesco.ru/ru/languages/aliutor.shtml.htm,60.2016,165.4238,"most of Olyutor and Karaga counties and the north of Tigil’ County in Koryak Autonomous District; includes three dialect groups, Alutor proper, Karaga, and Palana",-50.0,-1000.0
316,1330,amq,Amahai,Amahei,"Critically Endangered (40 percent certain, based on the evidence available)",50.0,Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,,,Indonesia;,Southeast Asia,"-3.3352, 128.9314",2328,Amahai,Indonesia,IDN,Critically endangered,,,30.0,Grimes 2000,-3.3352,128.9314,Maluku,-40.0,-20.0
317,674,amc,Amahuaca,Amawaka; Ameuhaque; Sayaco; Ipitineri; Amaguaco; Amawaka language area;,,100.0,Pano-Tacanan; Mainline,,Isconahua [isc] is either a dialect of Amahuaca or a separate language; Ethnologue lists it as a separate language.,Brazil;Peru;,South America,"-10.8764,-72.29",752,Amahuaca,Peru,PER,Severely endangered,,,500.0,ILV (2006). Pueblos del Perú.,-10.8764,-72.29,"Departamento de  Ucayali, provincias de   Atalaya y Purús, distrito de Raimondi y Yurúa; departamento de  Madre de  Dios, provincia de  Tambopata, distrito de Las Piedras.",100.0,400.0
318,3836,ama,Amanayé,Amanajé; Manaze; Amanage; Manaxo; Manajo; Manazo; Amanyé; Anambé; Guajá; Urubú; Amanajé; Amanayé language area;,,100.0,Tupian; Tupi-Guaranian; Xingu,,,Brazil;,South America,"-3.7327,-49.1088",1658,Amanayé,Brazil,BRA,Extinct,"Manaxo, Manajo, Amanage",,0.0,"Moore, 2008.",-3.7327,-49.1088,,-100.0,-100.0
319,1646,ame,Amuesha,Amuexa; Yanesha'; Amoesha; Yanesha; Amuese; Amueixa; Amoishe; Amagues; Amage; Omage; Amajo; Lorenzo; Amuetamo; Amaje;,,100.0,Arawakan; Southern Arawakan; Western,,,Peru;,South America,"-10.3743,-75.2343",739,Yanesha,Peru,PER,Severely endangered,Amuesha,,8000.0,"Pozzi-Escot (1998), 'El multilingüismo en el Perú'",-10.3743,-75.2343,"Depto. de  Cerro de Pasco, Prov. de  Oxapampa, cuenca de  río Palcazu.
Depto. de Junín, Prov. de Chanchamayo, alto Perené.",100.0,7900.0
320,675,anm,Anal,Namfau;,"Endangered (40 percent certain, based on the evidence available)",100.0,Sino-Tibetan; Kukish,,,India;Myanmar;,South Asia;Southeast Asia,"24.1517,93.9385",1164,Anal,India,IND,Vulnerable,,,23000.0,,24.1517,93.9385,,100.0,22900.0
321,1570,aan,Anambé of Cairarí,Anambé,Dormant (),1.0,Tupian; Tupi-Guaranian; Xingu,Not to be confused with Anambé of Ehrenreich.,,Brazil;,South America,,1663,Anambé,Brazil,BRA,Critically endangered,,,6.0,"Moore,2008.",-2.7674,-49.2297,,100.0,5.0
322,948,ani,Andi,Qwannab; qwavannab micci; андийский язык; ანდიური ენა; къIaваннаб мицци; Andiy; Andii; Qandisel,"Vulnerable (60 percent certain, based on the evidence available)",15000.0,Northeast Caucasian; Daghestanian; Andic,,,Russia;,Caucasus;Europe;East Asia,"42.7308,46.2963",1037,Andi,Russian Federation,RUS,Definitely endangered,,,23729.0,"М. Е. Алексеев: Андийский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.7308,46.2963,"nine villages, including Andi, Muni (Munib), and Kvankhidatl’, in Botlikh County in the Republic of Daghestan",58.19333333333333,8729.0
323,1334,bzb,Andio,Masama; Andio'o; Imbao'o,"Threatened (40 percent certain, based on the evidence available)",1700.0,Austronesian; Malayo-Polynesian; Celebic; Saluan-Banggai,,,Indonesia;,Southeast Asia,"-.8514,123.1457",2272,Andio,Indonesia,IDN,Vulnerable,Masama,,1700.0,Grimes 2000,-0.8514,123.1457,"Sulawesi, Indonesia",0.0,0.0
324,1571,anb,Andoa,Andoa; Gae; Siaviri; Semigae; Shimigae; Gaye; Arabela-Andoa;,Dormant (),1.0,Zaparoan,,,Peru;,South America,"-2.6796,-76.2011",729,Andoa (Peru),Peru,PER,Critically endangered,"Gae, Semigae, Shimigae",,2.0,,-2.6796,-76.2011,"Cabeceras del río Pastaza, en Loreto. Localidad de  Andoas en el río Tigre",100.0,1.0
325,1571,anb,Andoa,Andoa; Gae; Siaviri; Semigae; Shimigae; Gaye; Arabela-Andoa;,Dormant (),1.0,Zaparoan,,,Peru;,South America,"-2.6796,-76.2011",756,Andoa (Ecuador),Ecuador,ECU,Extinct,"Shimigae, Gae, Andoa language (Ethnologue)",,0.0,"- http://www.ethnologue.com/show_language.asp?code=anb
- http://www.native-languages.org/andoa_words.htm
- Gálvez, Marcelo. //archivo.eluniverso.com/2002/04/14/0001/12/18547D5E8B7B4B67AC3B03AF1C8E6E3B.aspx
- Montaluisa, Luis. 2008. “Lenguas indígenas vivas del Ecuador”. International Expert Group Meeting on Indigenous Languages. UNITED NATIONS. Department of Economic and Social Affairs. Division for Social Policy and Development. Secretariat of the Permanent Forum on Indigenous Issues (8-10 January, 2008, New York) (unpublished)
",-2.3341,-76.5016,"Location in Ecuador:  Pastaza province, Pucayacu and Moretecocha regions.",-100.0,-1.0
326,676,ano,Andoque,Andoke; Cho'oje; Patsiaehé; Businka; Cha'oie; Paasi-ahá; Paasiaja,,100.0,Isolate; South American,,,Colombia;,South America,"-.769,-72.2351",568,Andoke,Colombia,COL,Severely endangered,"Pöösíöhö ('People of the Axe'), Cha'oie, Businka",,597.0,"Arango and Sánchez 'Los Pueblos Indígenas de Colombia' (2004)
Landaburu 'La langue des andoke' (1979).",-0.769,-72.2351,"Aduche River (Araracuara region), near the middle course of the Caquetá",100.0,497.0
591,2675,myo,Anfillo,Southern Mao; Mao; South Mao; Anfilo;,"Endangered (20 percent certain, based on the evidence available)",500.0,Afro-Asiatic; Omotic; Gonga,,,Ethiopia;,Africa,"8.5049,34.7415",86,Anfillo,Ethiopia,ETH,Critically endangered,,,500.0,"Moges, ongoing research by Debela Goshu. ",8.5049,34.7415,,0.0,0.0
592,3305,anf,Animere,Anyimere; Kunda;,"Severely Endangered (60 percent certain, based on the evidence available)",30.0,Niger-Congo; Atlantic-Congo; Kwa,,,Ghana;,Africa,"7.6129,.4064",18,Animere,Ghana,GHA,Critically endangered,Kunda,,700.0,Ethnologue,7.6129,0.4064,,100.0,670.0
593,2025,aoi,Anindilyakwa,Amakurupa; Andilagwa; Andiljangwa; Andiljaugwa; Andiljaukwa; Andilyaugwa; Anindhilyakwa; Anindilyaugwa; Aninhdhilyagwa; Awarikpa; En Indiljaugwa; Enindhilyagwa; Enindiljaugwa; Eninhdhilyagwa; Groote Eylandt; Ingura; Lamadalpu; Wani-Ndiljaugwa; Wanindilyaugwa; Wanindilyaugwa Ingura; Warnindilyakwa;,"Threatened (20 percent certain, based on the evidence available)",1500.0,Gunwinyguan; East Arnhem,,,Australia;,Australia,"-14.05312996,136.6124148",166,Anindilyakwa,Australia,AUS,Vulnerable,,,2000.0,,-13.9987,136.582,,33.33333333333333,500.0
594,4904,nun,Anong,Anung; Anoong; Añú; Nu; Lu; Lutzu; Lutze; Kiutze; Khanung; Kwinp'ang; Khupang; Kwingsang; Fuch'ye; Anu; Nu-tzŭ; Kuhpang; 阿儂語; ရဝမ်,"Critically Endangered (100 percent certain, based on the evidence available)",100.0,Sino-Tibetan; Nungish,,,China;Myanmar;,Southeast Asia;East Asia,"27.100, 98.700",2429,Anung (China),China,CHN,Critically endangered,"Nung, Kwinpang Anong",,5000.0,Bradley 2007,26.7368,98.7766,,100.0,4900.0
595,4904,nun,Anong,Anung; Anoong; Añú; Nu; Lu; Lutzu; Lutze; Kiutze; Khanung; Kwinp'ang; Khupang; Kwingsang; Fuch'ye; Anu; Nu-tzŭ; Kuhpang; 阿儂語; ရဝမ်,"Critically Endangered (100 percent certain, based on the evidence available)",100.0,Sino-Tibetan; Nungish,,,China;Myanmar;,Southeast Asia;East Asia,"27.100, 98.700",2218,Anung (Myanmar),Myanmar,MMR,Severely endangered,"Anong, Nung",,3500.0,,27.2,98.6333,,100.0,3400.0
596,3110,ant,Antakirinya,Kadjilaranda; Madutara; Mbenderinga; Ngonde; Njuntundjara; Tangara; Untergerrie; Walarangunja; Walarenunga; Yandairunga; Aldolinga; Aluna; Andagarinja; Andagarinya; Andagirinja; Andegilliga; Andekarinja; Andgari; Andigari; Andigarina; Andigarinya; Andigiri; Andigirinji; Andingiri; Andjirigna; Andjiringna; Andrgrinji; Anjirigna; Antakarinja; Antakerinya; Antakirinja;  Antegarinya; Antekarinja; Anterrikanya; Antigari; Antigerinya; Antikarinya; Antikirinya; Antin-gari; Antakerrinya; Unterrgerrie; Anderkerinja;Antakarinya;,"Severely Endangered (20 percent certain, based on the evidence available)",50.0,Pama-Nyungan; Wati,,,Australia;,Australia,"-27.05245189,134.4007513",167,Antakirinya,Australia,AUS,Definitely endangered,,,200.0,,-26.7848,134.2968,,100.0,150.0
597,2013,aui,Anuki,Gabobora;,"Threatened (80 percent certain, based on the evidence available)",574.0,Austronesian; Malayo-Polynesian; Oceanic; Papuan Tip,,,Papua New Guinea;,Pacific,"-9.6522,149.7656",2656,Anuki,Papua New Guinea,PNG,Definitely endangered,Gabobora,,542.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.6522,149.7656,"Arould Tapiosan, Cape Vogel, Milne Bay Province",-5.574912891986063,-32.0
598,3851,aor,Aore,,Dormant ,0.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,Vanuatu;,Pacific,"-15.5767,167.1638",2141,Aore,Vanuatu,VUT,Extinct,,,0.0,Lynch & Crowley 2001,-15.5767,167.1638,"Aore, Santo",,0.0
599,655,apy,Apalaí,Apalai; Aparai; Apalay;,"Endangered (20 percent certain, based on the evidence available)",317.0,Cariban,,,Brazil;,South America,"1.2084,-55.1074",761,Apalai,Brazil,BRA,Vulnerable,,,317.0,"Moore, 2008.",1.2084,-55.1074,,0.0,0.0
600,657,apt,Apatani,Apa; Patan; Apa Tani;,"Vulnerable (20 percent certain, based on the evidence available)",14000.0,Sino-Tibetan; Tani,,,India;,South Asia,"27.5228,93.8177",938,Apatani,India,IND,Vulnerable,Apa Tani,,35000.0,,27.5228,93.8177,"Apatani valley, lower Subansiri D.",100.0,21000.0
601,656,api,Apiaká,Apiacá; Apiake;,Dormant (),1.0,Tupian; Tupi-Guaranian; Tupi-Kawahib,,,Brazil;,South America,"-11.1519,-57.3113",1507,Apiaká,Brazil,BRA,Critically endangered,Apiacá,,1.0,"Franchetto 2008; 
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
www.socioambiental.org",-11.1519,-57.3113,The group lives in the northern state of Mato Grosso - Brasil,0.0,0.0
602,658,apn,Apinayé,Apinage; Apinayé; Apinajé; Apinagé;,,100.0,Jean; Northern Je,,,Brazil;,South America,"-5.5,-48.0",1955,Apinajé,Brazil,BRA,Vulnerable,"Apinayé, Apinaié, Timbira Ocidentais",,1500.0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-6.0317,-47.5604,"Brazil, extreme north of the Tocantins State, at the confluence of the Araguaia and Tocantins rivers, 8 villages in the Terra Indígena Apinajé.",100.0,1400.0
603,3202,apu,Apuriná,Ipuriná; Kangite; Apurinã; Ipurina; Apurinã; Ipurinãn; Popengare; Cangaiti; Cacharary,"Endangered (60 percent certain, based on the evidence available)",400.0,Arawakan; Southern Arawakan; Southern Outlier,,,Brazil;,South America,"-9.0,-67.0",1936,Apurinã,Brazil,BRA,Definitely endangered,,,2000.0,"Databank Moore, 2008.",-5.4847,-63.8964,,100.0,1600.0
604,1347,apx,Aputai,Ilputih; Opotai; Tutunohan,"Endangered (20 percent certain, based on the evidence available)",150.0,Austronesian; Malayo-Polynesian; Timor,,,Indonesia;,Southeast Asia,"-7.6511, 126.4086",2329,Aputai,Indonesia,IDN,Critically endangered,,,120.0,Grimes 2000,-7.6511,126.4086,Maluku,-20.0,-30.0
605,3857,ard,Arabana-Wangkangurru,Arbana; Ngarabana; Arabuna; Arrabunna; Arrabonna; Arubbinna; Arapina; Arapani; Urapuna; Urabuna; Urabunna; Urroban; Wangarabana; Wongkurapuna; Wangarabunna; Nulla; Rabuna;Arabana;,Dormant (),0.6000000000000001,Pama-Nyungan; Karnic,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-31.30521924,138.428335",2071,Arabana,Australia,AUS,Critically endangered,,,6.0,,-28.6134,135.8349,,100.0,5.4
606,660,arl,Arabela,Chiripuno; Chiripunu; Arabela-Andoa;,"Critically Endangered (100 percent certain, based on the evidence available)",30.0,Zaparoan,,,Peru;,South America,"-2.0,-75.1666666667",570,Arabela,Peru,PER,Severely endangered,Chiripuno,,50.0,ILV. 2006,-1.5818,-75.3881,"Departamento de Loreto, cabeceras del río Napo (afluente Nashiño). Aldea de  Buena  Vista, entre otras.",66.66666666666666,20.0
